name,sub_category,id,icon_url
Bowfin,Seafood,ef4e1fa3b3d,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/cc/cc7cd27b50e81b02d830e75293c152931140deeb.png?1376540422
Jungle Catfish,Seafood,1d3fa563269,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d5/d56dbcfc40bb5561dc2b13aed5a11d7ccdfdd78a.png?1376540422
Coeurlfish,Seafood,c255ef904c0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0b/0bbe507df79929c16435ebf1320fc8078146c199.png?1376540422
Cadaver Carp,Seafood,9001cf3a2f4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3d/3de936491c3b8646dc6027a885a227599d7ff5c7.png?1376540422
Heliobatis,Seafood,6c9fc1fc910,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a5/a5eb53f5faded8acf319e00f51dceda2f05ca3f6.png?1376540422
Takitaro,Seafood,64ea2110d22,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3a/3a7e4fe8b42d2b60fd52ab441ec9d2650a0f907e.png?1376540422
Pirarucu,Seafood,d011ce3bc65,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/bd/bd6be0ee4ebb4c1f7edb5e0f894d69b4b79e367b.png?1376540422
Morinabaligi,Seafood,07b46312d05,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ee/ee378390b42d0eeeefe7bab2c6bb29e995d5a823.png?1376540422
Beguiler Chub,Seafood,e2b921d71a9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/73/739cde63046b9ce4a34bdf66bfcc06845848f818.png?1391415615
Caterwauler,Seafood,e54ce57390c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c2/c253b7284f61fe71114d289bf7fb3a4f32e84d25.png?1391415777
Great Gudgeon,Seafood,94577b3ab0f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/83/83c30a4c05a029ff07c41ecd4a1eed6e93f0b0fb.png?1391415777
Dream Goby,Seafood,9bec3ae9304,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ed/ed9c2e061a39090ddd5c1deabd03087c4ef88114.png?1391415778
Bloody Brewer,Seafood,8977c8ced57,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3f/3f75bc0a69b9428244b43f9bc7ba8fff92dc10df.png?1391415614
Carp Diem,Seafood,c7fefa94226,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d6/d67d9e52d036c579f3a70bc331ab3234cacd1217.png?1391415781
Chirurgeon,Seafood,d735882a249,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d25595992d491f0bc586786f83f3efd7314b20ce.png?1391415783
Matron Carp,Seafood,be3647b8aa7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/85/85938cb2d90075627fe10f3d4c482d5995cf3175.png?1391415613
High Perch,Seafood,043add21ab9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/6f/6f2a5b3d41111332cd0488a0cd245cb4f5d3cf76.png?1391415784
Glimmerscale,Seafood,b402ad8f18c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/9a/9abe69e56ce4491272150f0ab96f3a7150adffcd.png?1391415784
Slime King,Seafood,fa48d7bc63c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/80/80be67b8d0832c9a92f50d6b10c9eed627cbd729.png?1391415614
Old Softie,Seafood,9c602526aa7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/4f/4f060a6e304ea94c8aaaf6ffabcb7de27a674adf.png?1391415612
Mud Golem,Seafood,0c1d981eb9f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c6/c6c073dd85d5aa9bcda800118be7a8efec4d827a.png?1391415783
Tricorn,Seafood,a3551581f97,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/09/09ff81fb61ad4b7f6bb4f395714df6e15ef16fa6.png?1376540422
Crystal Perch,Seafood,6c6804e1543,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/65/65cfc7e7883983ea7d14f24b09d2c63843f51253.png?1391415778
Moldva,Seafood,1798da33339,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b1/b1e4c5c0c03b3c41641e32ead35dd65f36616c6e.png?1391415615
Dark Knight,Seafood,ac9a44578d6,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b1/b1af40b2dd5b7cc828e1f0006fb7f1d06cfa6fcf.png?1391415612
Dark Ambusher,Seafood,7e5ea53d22e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/6f/6f52dce5f5d05da515a424844dd753e60a51a500.png?1391415779
Judgeray,Seafood,81373933f48,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ca/caa91ffcb700b953f1a6943fef6c541a0bed8a2e.png?1391568317
Faerie Queen,Seafood,105f0e3ff59,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c8/c8aad2590f0e6ba613ab0c12e6faa5ca64e39f53.png?1391415780
Blue Widow,Seafood,ed8d77592dd,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ed/ede02764668f224599e0c907b6f49bfdaed53671.png?1391415780
Ghost Carp,Seafood,65e7773f41f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ba/babbb295d82112bd892994fa47da304e4fdfdef2.png?1391415781
Mud Pilgrim,Seafood,44ddf057ca8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2b/2bbe390b9267edd9df018a5f601aa29a1fd6e789.png?1391415782
Cupfish,Seafood,17f1b0a9edc,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/18/188858a0c1b0f151529cdcb8d0b6f223379657e5.png?1402147980
Joan of Trout,Seafood,e4c20102ac5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/83/83a9d11f970d99269a347915658dd1318e12aab5.png?1402147964
Toramafish,Seafood,9fa575e3195,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/be/be92c08f83d34df39547d4bd65dadb92c45265e5.png?1402147969
The Assassin,Seafood,61e31cad05f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/07/0703031c31503fa210a58c8fa3de3248680f09df.png?1402148168
Vip Viper,Seafood,2157d6bbfb2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/fa/fa9966f2dfb52b0ce8ddd93ed382d356e030a9d5.png?1402148164
Old Hollow Eyes,Seafood,8461ee67b63,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8b/8b8fd4cbd06eccaf7789e0ef6d48c03b1018f4a3.png?1402147972
Sylphsbane,Seafood,92e4d8b0a6b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b0/b0b6b214f846e8a0187df2ea80969768e7df95ad.png?1402147970
Floating Boulder,Seafood,e0b911d463e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/32/32ea0006c06eb2176d6e2fb7e1473ced06e82fc0.png?1402147964
The Grinner,Seafood,f8f52bdf87c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a6/a6915c87fed1defb81444d3fc6b86358159183f9.png?1402148165
Worm of Nym,Seafood,9acb3e808e5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/25/25b0634b34cf1d3c3f284dbde2cc0f3655838d64.png?1402147966
The Warden's Wand,Seafood,e4bbeda0a77,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/69/69f79b9d9a35652ed82cfed11f15fdd7c1df367b.png?1402147967
Spearnose,Seafood,28fb4418511,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/1b/1bd177655d343cad40e3858e48b1710be6610f3a.png?1402147692
Levinlight,Seafood,51351c0d0c0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ce/ce335fd5a0c64d8f25f9d26e4880a06c479ba3fe.png?1402147965
The Sinker,Seafood,9b03a640202,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/88/889d5a85a0df4791e2e36716ef46e07277738808.png?1402148163
The Gobfather,Seafood,e098bb17304,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/87/872f4c60fdd69bde2567ab6132c578e970f68a8d.png?1402147968
Sweetnewt,Seafood,b906292aab7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/02/0282e6b9927a3996c28d8ce0679e687c16232bb9.png?1402147830
The Salter,Seafood,39ced4895df,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f5/f530442d352a9977ae97eeeb24e4f1842cda90cf.png?1402147974
King of the Spring,Seafood,4fcfac46ca1,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d0/d075cdefdfee748ff6eb0f6ccc4a99b0afbf5565.png?1402147972
Discobolus,Seafood,b6e547f1a71,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/61/61fa45760f396ef1329705125a5e0e60f7cc6a88.png?1402148169
Iron Noose,Seafood,1b43244354f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/79/79674b7390a707358cf56ce707a5ceac4c38a26f.png?1402147963
Daniffen's Mark,Seafood,15ca06b887a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d0/d0887082a3d1891c6573bdae6c5cec91033522fa.png?1402147975
Charon's Lantern,Seafood,ff62a12a179,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/62/62c5f906360639fcd5fa5835908482bc74fd8ae1.png?1402147979
The Green Jester,Seafood,9a6a1aad5ea,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/40/4053aed38033a057071c3b3890267891efaf41b5.png?1402147966
Bloodbath,Seafood,0952c539956,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/4f/4f4ebf1741ea5998f372d9249c24aaffb3e860c3.png?1402148165
Son of Levin,Seafood,a37cc760583,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5f/5fb8ea44b5be61e9d3a090130cb104603638002b.png?1402147975
Thundergut,Seafood,ded86ddda97,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b5/b5973ab01ffb2122d4105ced7e5a3bd6d9cbd663.png?1402147976
The Drowned Sniper,Seafood,9e4b13d3969,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/71f421ff4bd25cdc9661a16278fe4ad09451ebdc.png?1402147971
The Terpsichorean,Seafood,faa341011b8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/56/56b82e8a9d133476d47d9aee982bcfcda87910e4.png?1402147973
Mirrorscale,Seafood,c30767cea80,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/03/031a30abf1ddd9042e73b711eb6f870f42c8f1d3.png?1402147978
The Thousand-Year Itch,Seafood,20f8f49e689,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/37/37a99142f66410c0cec7054a9adff79fc5262739.png?1402147977
Hannibal,Seafood,4a551907bee,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e1/e10edd7b413b6063935a2d790361810c2cbf452b.png?1402148166
Dawn Maiden,Seafood,b9c6f45a5e9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/19/190d54608913fea53ced12d5a6efa2f899ff555f.png?1402148169
Starbright,Seafood,0a38cf90483,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c8/c8c27b2e6394a8cdee4dd00cfbdf4f8694c2332d.png?1402147969
The Matriarch,Seafood,78dd696331f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c8/c888aaea22120b772a88f3c0e74420f037a0cfcc.png?1402147978
Shadowstreak,Seafood,c176a7f0575,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/03/03076b7904e100e5eaf831a1707ecb9e4640b679.png?1402148167
Aetherlouse,Seafood,1c6863dd0d1,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/77/775e2ce9e2c422a357b20a8fe0be610a5498b879.png?1402148338
Imperial Goldfish,Seafood,f9a65cf1b52,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/59/59ce32c9e3836408715e4d5648d2719dc9b7cddb.png?1411370299
Void Bass,Seafood,9d65a5a0052,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/da/da51d0acc7b92654c37a3b9be9f360d476aad5a6.png?1411370297
Cornelia,Seafood,9c98bd8b11f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3e/3e1ec093a60477e7c0bd2ae4586f995ffd9db96e.png?1411370289
Ninja Betta,Seafood,a576f88bc91,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7c/7c174ee0b49f5c8ccf45fad294539c409398d325.png?1411370290
Canavan,Seafood,815f316bfc3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/fa/faeddecc658a5b040266c9a89add07757d459a2f.png?1411370295
Kuno the Killer,Seafood,c9352e3363a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/dc/dc41ed024034c7eab1bc778a41bf21239e957d40.png?1411370292
Ndendecki,Seafood,f6df4ef38c9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7b/7bd0eac37511aafcec8ef526d29ff1799ffc63cc.png?1411370298
Bat-o'-Nine-Tails,Seafood,013642ae466,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0a/0a30e782ad602c0020fea17e579ab7af5acdbc4b.png?1411370291
Wootz Knifefish Zenith,Seafood,51c4878c7e2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e5/e5b42bd745ad39cd183020fb43f345b97dc60deb.png?1411370293
Darkstar,Seafood,07c1b520e11,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/51/515f7d1f28eef60149a938a7bc14e7f7a0d1f5ed.png?1411370294
Blue Corpse,Seafood,459fd0efae8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/46/461708369dc0c09963123d9b106a807c7db26ebd.png?1411370296
Magicked Mushroom,Seafood,6d620307e09,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/45/4588fe3fd15f9879ac85061762d170da80cb7c39.png?1411370295
Giant Takitaro,Seafood,03434153dc5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/60/605c915a69e39f1c783227b379173f32f4dc89b0.png?1411370292
Namitaro,Seafood,2aa49a1b063,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/56/563ad0c42c0d75d58fdc20ebfeb386cd9cbe6862.png?1411370294
Blood-red Bonytongue,Seafood,0cd01baf428,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/41/4120278bf2753fddcfcdbd31231eb7695322c82e.png?1411370290
Box Turtle,Seafood,85484c10efd,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c6/c6bcb4d8e3798d40ba001370f4c2bf39462c472f.png?1376540422
Nether Newt,Seafood,a18aed1dfd5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/df/df2fe3f1aa5327ccfbf2ded0423f12d4b57f8001.png?1376540422
Scallop Shell,Seafood,79add6a883f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/52/523ae8f185e062fbfd08f7cfea396b4106e3ac7b.png?1376540421
Malm Kelp,Seafood,6a156f25f3b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/94/949173148a9987a8fca9428bc7358c3943f176a2.png?1376540422
Vongola Clam,Seafood,244094206fc,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7a/7adaaf8f40718adbb4ed21776e1573724eea771a.png?1376540422
Miter Shell,Seafood,6bcf6af4a5e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/713bfb202a84b57abef2b1d02ce784c17207861b.png?1376540421
Rothlyt Oyster,Seafood,91e64d1d558,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/45/454eb49c7ce51e8c227f9a4a5861097cf7ea5ba8.png?1376540422
Acorn Snail,Seafood,5c646bc858f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/11/11c5e2827b716da057d23f86a675780afb92e99f.png?1376540422
Sunrise Tellin,Seafood,532398bb65c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3f/3ffa43f95afe2a14ca9526e9dc09f8f5f1db26e8.png?1376540421
Razor Clam,Seafood,069dd186740,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/52/52abf1b16aee70b7a0be19067cf75ceeebdad5b0.png?1376540422
Pond Mussel,Seafood,7a25a13e69a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a9/a999cae29a61246ce9edabd921fb0a03ae24cfc9.png?1376540422
Lamp Marimo,Seafood,0b6f0379c28,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f4/f4a70ca0eb56f97b4e7aea9e1d12f069aaa182af.png?1376540422
Bone Cleaner,Seafood,502a56f99e2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/73/73ceefd9c08043f668165f8beeb355fc3327a67f.png?1376540422
Whitelip Oyster,Seafood,c964d5389f8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/cc/cc9ebb164a1432b832fe23ee08bdc5f7d6b582d0.png?1376540422
Ignus Snail,Seafood,d3bd1a8bad0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/fd/fd0d82bff02a2f0b702153e2ec80acb1951e4274.png?1376540422
Blacklip Oyster,Seafood,609e2b759a5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/61/61f075ec2c685df6b2d47c6918b9e4fdd2b51de0.png?1376540422
Navigator's Ear,Seafood,91f679501a3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/45/454eb49c7ce51e8c227f9a4a5861097cf7ea5ba8.png?1376540422
Shall Shell,Seafood,8c5573d9a19,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d2d7e98c8a15f2c5022d53a164e206e7c771403d.png?1376540422
Armorer,Seafood,2a50e4baf91,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/61/61bbc8ccb0df1cbb496daa3d6695f35575624795.png?1391568203
Marrow Sucker,Seafood,30e78485c70,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d27a90f2bfcbc1d169a561124523f342eceaa8df.png?1391415782
Rivet Oyster,Seafood,bbb79a26410,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b4/b4ca73b45ca46470bb4831234044b2899adbe748.png?1391415245
Ignus Horn,Seafood,1f7847f2143,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/24/24fe257467a1d55cbb834c1ce0a493fe830615be.png?1411370297
Gigant Clam,Seafood,ab9ef1049b4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d2d7e98c8a15f2c5022d53a164e206e7c771403d.png?1376540422
Sand Bream,Seafood,8c95aed714c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/76/767ba9d1154e088973e7017799ff18db68d2e875.png?1376540422
Desert Catfish,Seafood,d64bd2894fe,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/53/531f3a60b9afdadeb4cc376e599438c72767330c.png?1376540422
Dustfish,Seafood,428ecca7283,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/4d/4d58ab2324737f05b8cce3820e80c2d034026fca.png?1376540422
Storm Rider,Seafood,9c9f853302e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/53/53f426f33b7835a74f07008713993fffbab0bcb1.png?1376540422
Antlion Slug,Seafood,c403331e754,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/6c/6c89ff4f87adedb1e781c0eeef733eb243e2fe4c.png?1376540422
Dune Manta,Seafood,ab6f654438b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/07/07ac74b8cbe6e318a50b24d1e8b774048317f797.png?1376540422
Cloud Jellyfish,Seafood,c590a6c7f0a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3a/3a88cd98cae35fa45f414b8db0dcdca2b3697755.png?1376540422
Skyfish,Seafood,ba7f0278d11,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/6f/6f13541beba6baf3f1b1f2a59a772ce1dfc8acb9.png?1376540422
Cloud Cutter,Seafood,387627c8c19,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/28/28cc032af8ac39e545c6f94a889527087a37f2b2.png?1376540422
Blind Manta,Seafood,87294af9475,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/51/51878fe1a251d47648777559697ca3154ba14e31.png?1376540422
Rift Sailor,Seafood,0e626c9167d,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2e/2eb066b146befbbd11533a1cc6ac253f04c36acf.png?1376540422
Sagolii Monkfish,Seafood,09bf950eb04,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/9c/9cfb6a24658d3532b73cdbd94c768a47cb655108.png?1376540422
Saucerfish,Seafood,e4cf9abec1c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a2/a209476da2e5ec1a53b9fb4c4e3681cc2ad5dfc6.png?1376540422
Caravan Eel,Seafood,bd206125845,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/32/3214bfcf276f7d380730da14320ee16573579043.png?1376540422
Rhamphorhynchus,Seafood,4bd9c80e589,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2b/2b833b36fddb72b2462291dc388147459ab9e70d.png?1376540422
Olgoi-Khorkhoi,Seafood,b85f9f96b2b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/af/afe2058178a28f394d4fefa21c76ba423b23b142.png?1402147830
Magic Carpet,Seafood,ae822a2e3b3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/48/4855fa8f7fc2c98e8e86e26e6d126767a2655957.png?1402147692
Anomalocaris,Seafood,d757d447108,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/89/89269e7ccf38f8cbebd5890e74d85c6a471ee5d3.png?1402147542
Helicoprion,Seafood,de34cc68255,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/04/04b307cc3848ba3b0d79c0f7cae4a69720d23738.png?1411370457
Mahar,Seafood,0ae39b292ae,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/09/0956edf98d017ef242efa5ea111ecc11906223b0.png?1411370619
Shonisaurus,Seafood,6c27a0657c7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a0/a098a51808d1d192a3805c7d022644adca6a896d.png?1411370619
Copper Ore,Stone,82a24de366d,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/18/1889d25922f755f8188762ebb9524ce32b83cfcb.png?1376540420
Tin Ore,Stone,3662944738e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/71980c02638740fa12390f3478805dfc84b391d5.png?1376540420
Yellow Copper Ore,Stone,4866f144401,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/86/863487f3876d4a0d13826f4fc237ea484fe36d99.png?1376540420
Pyrite,Stone,df1336c9b63,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/86/863487f3876d4a0d13826f4fc237ea484fe36d99.png?1376540420
Zinc Ore,Stone,057a9d3c106,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/30/3075cea1f66a8a43983ae647c7d47427b6ebd479.png?1376540420
Iron Ore,Stone,ad4b9905828,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ea/ea1d739851cf376daaf083d225fdcfae6d52d0e4.png?1376540420
Limonite,Stone,8d6c4dec9d0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/98/98e1ded395ef707fdc164d2814816661c845cd58.png?1376540420
Silver Ore,Stone,f73ed904e76,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f5/f505eb882c90ff906644bdb6a175e156a0327164.png?1376540420
Mythril Ore,Stone,85617d1a9d8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a7/a78f85d13cd55c618bd1a237e2017e2cadb3665b.png?1376540420
Electrum Ore,Stone,7bbeaeed3e6,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c4/c4400500e76266d70649b89f95237bb6c0a45821.png?1376540420
Cobalt Ore,Stone,b1e9dd56616,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/710f5d9f2c40ad7eb526841fa60851245efd1e79.png?1376540420
Light Kidney Ore,Stone,84dbe54790e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/98/98e1ded395ef707fdc164d2814816661c845cd58.png?1376540420
Gold Ore,Stone,dd538e4d915,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/81/813213f2a1238bff850df68d303b66d64c5cd540.png?1376540420
Peacock Ore,Stone,40555a09fbf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/81/813213f2a1238bff850df68d303b66d64c5cd540.png?1376540420
Platinum Ore,Stone,df71799bdeb,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ae/ae64d29515811946fe89cfb15c5a6dc4b41a8396.png?1376540420
Darksteel Ore,Stone,266013cb547,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2a/2a0c392de06beec1710572bb6ce1f6181b4614e1.png?1376540420
Miser's Mythril,Stone,a63cc980085,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a7/a78f85d13cd55c618bd1a237e2017e2cadb3665b.png?1376540420
Ferberite,Stone,45b6dfeccce,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/71980c02638740fa12390f3478805dfc84b391d5.png?1376540420
Scheelite,Stone,d2c45a43aa1,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a7/a78f85d13cd55c618bd1a237e2017e2cadb3665b.png?1376540420
Wootz Ore,Stone,8c8e981b0c4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ea/ea1d739851cf376daaf083d225fdcfae6d52d0e4.png?1376540420
Flint Stone,Stone,fd35996ab99,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8b/8b31930c9f716353ea660ad7a18cfb086082d879.png?1376540420
Obsidian,Stone,27d8785ac1f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/9c/9c34e6e58f5cbf86d0117a8080923df29306c08b.png?1376540420
Wyvern Obsidian,Stone,838e9410d37,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0e/0e17ab096fb9992758defd2944dec6bf3d945507.png?1376540420
Dragon Obsidian,Stone,f71228f9878,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/54/54080bb5c8908c131f28f6a1273ef254941cc215.png?1376540420
Wyrm Obsidian,Stone,b8b2004c5b4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/c0/c0521b911932318c3b74f1405a081119f3644dee.png?1376540420
Raw Sunstone,Stone,d71262ec624,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
Raw Danburite,Stone,0077e35f719,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
Raw Malachite,Stone,f74926b3459,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
Raw Sphene,Stone,2e5905536cf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
Raw Fluorite,Stone,6bbb3347ff4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
Raw Lapis Lazuli,Stone,7cecf15f599,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/14/14fa61f996474d44f215c0da97c95ce6228c945f.png?1376540420
